"","id","created","date","time","word"
"1","725333679229292544",2016-04-27 14:39:59,"2016-04-27","14:39:59","why"
"2","725333679229292544",2016-04-27 14:39:59,"2016-04-27","14:39:59","am"
"3","725333679229292544",2016-04-27 14:39:59,"2016-04-27","14:39:59","i"
"4","725333679229292544",2016-04-27 14:39:59,"2016-04-27","14:39:59","not"
"5","725333679229292544",2016-04-27 14:39:59,"2016-04-27","14:39:59","seeing"
"6","725333679229292544",2016-04-27 14:39:59,"2016-04-27","14:39:59","any"
"7","725333679229292544",2016-04-27 14:39:59,"2016-04-27","14:39:59","megabus"
"8","725333679229292544",2016-04-27 14:39:59,"2016-04-27","14:39:59","option"
"9","725333679229292544",2016-04-27 14:39:59,"2016-04-27","14:39:59","for"
"10","725333679229292544",2016-04-27 14:39:59,"2016-04-27","14:39:59","that"
"11","725333679229292544",2016-04-27 14:39:59,"2016-04-27","14:39:59","route"
"12","725330802603597825",2016-04-27 14:28:33,"2016-04-27","14:28:33","megabus"
"13","725330802603597825",2016-04-27 14:28:33,"2016-04-27","14:28:33","always"
"14","725330802603597825",2016-04-27 14:28:33,"2016-04-27","14:28:33","stopping"
"15","725330802603597825",2016-04-27 14:28:33,"2016-04-27","14:28:33","when"
"16","725330802603597825",2016-04-27 14:28:33,"2016-04-27","14:28:33","i"
"17","725330802603597825",2016-04-27 14:28:33,"2016-04-27","14:28:33","don’t"
"18","725330802603597825",2016-04-27 14:28:33,"2016-04-27","14:28:33","want"
"19","725330802603597825",2016-04-27 14:28:33,"2016-04-27","14:28:33","them"
"20","725330802603597825",2016-04-27 14:28:33,"2016-04-27","14:28:33","to"
"21","725330574659981313",2016-04-27 14:27:39,"2016-04-27","14:27:39","cleocensored"
"22","725330574659981313",2016-04-27 14:27:39,"2016-04-27","14:27:39","taking"
"23","725330574659981313",2016-04-27 14:27:39,"2016-04-27","14:27:39","ryanair"
"24","725330574659981313",2016-04-27 14:27:39,"2016-04-27","14:27:39","and"
"25","725330574659981313",2016-04-27 14:27:39,"2016-04-27","14:27:39","megabus"
"26","725330574659981313",2016-04-27 14:27:39,"2016-04-27","14:27:39","cheapbitch"
"27","725328608345133060",2016-04-27 14:19:50,"2016-04-27","14:19:50","the"
"28","725328608345133060",2016-04-27 14:19:50,"2016-04-27","14:19:50","fucking"
"29","725328608345133060",2016-04-27 14:19:50,"2016-04-27","14:19:50","megabus"
"30","725328608345133060",2016-04-27 14:19:50,"2016-04-27","14:19:50","is"
"31","725328608345133060",2016-04-27 14:19:50,"2016-04-27","14:19:50","smoking"
"32","725327130528112640",2016-04-27 14:13:58,"2016-04-27","14:13:58","megabus"
"33","725327130528112640",2016-04-27 14:13:58,"2016-04-27","14:13:58","absolute"
"34","725327130528112640",2016-04-27 14:13:58,"2016-04-27","14:13:58","incompetence"
"35","725326497024610304",2016-04-27 14:11:27,"2016-04-27","14:11:27","megangabriellle"
"36","725326497024610304",2016-04-27 14:11:27,"2016-04-27","14:11:27","es"
"37","725326497024610304",2016-04-27 14:11:27,"2016-04-27","14:11:27","ok"
"38","725326497024610304",2016-04-27 14:11:27,"2016-04-27","14:11:27","maybe"
"39","725326497024610304",2016-04-27 14:11:27,"2016-04-27","14:11:27","i'll"
"40","725326497024610304",2016-04-27 14:11:27,"2016-04-27","14:11:27","be"
"41","725326497024610304",2016-04-27 14:11:27,"2016-04-27","14:11:27","up"
"42","725326497024610304",2016-04-27 14:11:27,"2016-04-27","14:11:27","in"
"43","725326497024610304",2016-04-27 14:11:27,"2016-04-27","14:11:27","the"
"44","725326497024610304",2016-04-27 14:11:27,"2016-04-27","14:11:27","next"
"45","725326497024610304",2016-04-27 14:11:27,"2016-04-27","14:11:27","two"
"46","725326497024610304",2016-04-27 14:11:27,"2016-04-27","14:11:27","weeks"
"47","725326497024610304",2016-04-27 14:11:27,"2016-04-27","14:11:27","megabus"
"48","725326497024610304",2016-04-27 14:11:27,"2016-04-27","14:11:27","er"
"49","725326497024610304",2016-04-27 14:11:27,"2016-04-27","14:11:27","su'innnn"
"50","725326455211745280",2016-04-27 14:11:17,"2016-04-27","14:11:17","petal_pants"
"51","725326455211745280",2016-04-27 14:11:17,"2016-04-27","14:11:17","get"
"52","725326455211745280",2016-04-27 14:11:17,"2016-04-27","14:11:17","us"
"53","725326455211745280",2016-04-27 14:11:17,"2016-04-27","14:11:17","a"
"54","725326455211745280",2016-04-27 14:11:17,"2016-04-27","14:11:17","couple"
"55","725326455211745280",2016-04-27 14:11:17,"2016-04-27","14:11:17","of"
"56","725326455211745280",2016-04-27 14:11:17,"2016-04-27","14:11:17","megabus"
"57","725326455211745280",2016-04-27 14:11:17,"2016-04-27","14:11:17","tickets"
"58","725326455211745280",2016-04-27 14:11:17,"2016-04-27","14:11:17","i’ll"
"59","725326455211745280",2016-04-27 14:11:17,"2016-04-27","14:11:17","meet"
"60","725326455211745280",2016-04-27 14:11:17,"2016-04-27","14:11:17","you"
"61","725326455211745280",2016-04-27 14:11:17,"2016-04-27","14:11:17","asap"
"62","725321171676332032",2016-04-27 13:50:17,"2016-04-27","13:50:17","that"
"63","725321171676332032",2016-04-27 13:50:17,"2016-04-27","13:50:17","moment"
"64","725321171676332032",2016-04-27 13:50:17,"2016-04-27","13:50:17","you"
"65","725321171676332032",2016-04-27 13:50:17,"2016-04-27","13:50:17","realise"
"66","725321171676332032",2016-04-27 13:50:17,"2016-04-27","13:50:17","you"
"67","725321171676332032",2016-04-27 13:50:17,"2016-04-27","13:50:17","have"
"68","725321171676332032",2016-04-27 13:50:17,"2016-04-27","13:50:17","half"
"69","725321171676332032",2016-04-27 13:50:17,"2016-04-27","13:50:17","a"
"70","725321171676332032",2016-04-27 13:50:17,"2016-04-27","13:50:17","sandwich"
"71","725321171676332032",2016-04-27 13:50:17,"2016-04-27","13:50:17","left"
"72","725321171676332032",2016-04-27 13:50:17,"2016-04-27","13:50:17","over"
"73","725321171676332032",2016-04-27 13:50:17,"2016-04-27","13:50:17","from"
"74","725321171676332032",2016-04-27 13:50:17,"2016-04-27","13:50:17","lunch"
"75","725321171676332032",2016-04-27 13:50:17,"2016-04-27","13:50:17","in"
"76","725321171676332032",2016-04-27 13:50:17,"2016-04-27","13:50:17","your"
"77","725321171676332032",2016-04-27 13:50:17,"2016-04-27","13:50:17","bag"
"78","725321171676332032",2016-04-27 13:50:17,"2016-04-27","13:50:17","and"
"79","725321171676332032",2016-04-27 13:50:17,"2016-04-27","13:50:17","are"
"80","725321171676332032",2016-04-27 13:50:17,"2016-04-27","13:50:17","taking"
"81","725321171676332032",2016-04-27 13:50:17,"2016-04-27","13:50:17","a"
"82","725321171676332032",2016-04-27 13:50:17,"2016-04-27","13:50:17","megabus"
"83","725321171676332032",2016-04-27 13:50:17,"2016-04-27","13:50:17","welcome"
"84","725321171676332032",2016-04-27 13:50:17,"2016-04-27","13:50:17","to"
"85","725321171676332032",2016-04-27 13:50:17,"2016-04-27","13:50:17","unemployment"
"86","725319879457271808",2016-04-27 13:45:09,"2016-04-27","13:45:09","megabus"
"87","725319879457271808",2016-04-27 13:45:09,"2016-04-27","13:45:09","i"
"88","725319879457271808",2016-04-27 13:45:09,"2016-04-27","13:45:09","was"
"89","725319879457271808",2016-04-27 13:45:09,"2016-04-27","13:45:09","right"
"90","725319879457271808",2016-04-27 13:45:09,"2016-04-27","13:45:09","outside"
"91","725319879457271808",2016-04-27 13:45:09,"2016-04-27","13:45:09","behind"
"92","725319879457271808",2016-04-27 13:45:09,"2016-04-27","13:45:09","a"
"93","725319879457271808",2016-04-27 13:45:09,"2016-04-27","13:45:09","light"
"94","725319879457271808",2016-04-27 13:45:09,"2016-04-27","13:45:09","when"
"95","725319879457271808",2016-04-27 13:45:09,"2016-04-27","13:45:09","i"
"96","725319879457271808",2016-04-27 13:45:09,"2016-04-27","13:45:09","missed"
"97","725319879457271808",2016-04-27 13:45:09,"2016-04-27","13:45:09","the"
"98","725319879457271808",2016-04-27 13:45:09,"2016-04-27","13:45:09","bus"
